集計年,都道府県コード,都道府県名,地域コード,地域名,国コード,国名,産業大分類コード,産業大分類名,現地法人企業数_増減率（％）
2018,15,新潟県,3,北アメリカ州,304,アメリカ合衆国,R,サービス業（他に分類されないもの）,1.0000
2018,16,富山県,1,アジア州,103,大韓民国,E,製造業,0.0000
2018,16,富山県,1,アジア州,103,大韓民国,I,卸売業，小売業,0.0000
2018,16,富山県,1,アジア州,105,中華人民共和国,E,製造業,0.0000
2018,16,富山県,1,アジア州,105,中華人民共和国,G,情報通信業,0.0000
2018,16,富山県,1,アジア州,105,中華人民共和国,H,運輸業，郵便業,0.0000
2018,16,富山県,1,アジア州,105,中華人民共和国,I,卸売業，小売業,0.2727
2018,16,富山県,1,アジア州,105,中華人民共和国,K,不動産業，物品賃貸業,-
2018,16,富山県,1,アジア州,105,中華人民共和国,L,学術研究，専門・技術サービス業,0.0000
2018,16,富山県,1,アジア州,106,台湾,D,建設業,0.0000
2018,16,富山県,1,アジア州,106,台湾,E,製造業,-0.5000
2018,16,富山県,1,アジア州,106,台湾,I,卸売業，小売業,1.0000
2018,16,富山県,1,アジア州,106,台湾,L,学術研究，専門・技術サービス業,0.0000
2018,16,富山県,1,アジア州,108,香港,I,卸売業，小売業,0.0000
2018,16,富山県,1,アジア州,108,香港,R,サービス業（他に分類されないもの）,0.0000
2018,16,富山県,1,アジア州,110,ベトナム,E,製造業,0.3636
2018,16,富山県,1,アジア州,110,ベトナム,G,情報通信業,0.0000
2018,16,富山県,1,アジア州,110,ベトナム,I,卸売業，小売業,0.0000
2018,16,富山県,1,アジア州,111,タイ,E,製造業,0.1333
2018,16,富山県,1,アジア州,111,タイ,H,運輸業，郵便業,0.0000
2018,16,富山県,1,アジア州,111,タイ,I,卸売業，小売業,0.2500
2018,16,富山県,1,アジア州,111,タイ,L,学術研究，専門・技術サービス業,0.0000
2018,16,富山県,1,アジア州,112,シンガポール,E,製造業,0.0000
2018,16,富山県,1,アジア州,112,シンガポール,I,卸売業，小売業,1.0000
2018,16,富山県,1,アジア州,112,シンガポール,L,学術研究，専門・技術サービス業,-
2018,16,富山県,1,アジア州,113,マレーシア,E,製造業,0.0000
2018,16,富山県,1,アジア州,113,マレーシア,I,卸売業，小売業,-
2018,16,富山県,1,アジア州,113,マレーシア,R,サービス業（他に分類されないもの）,-
2018,16,富山県,1,アジア州,117,フィリピン,E,製造業,0.0000
2018,16,富山県,1,アジア州,118,インドネシア,E,製造業,0.1667
2018,16,富山県,1,アジア州,118,インドネシア,I,卸売業，小売業,0.0000
2018,16,富山県,1,アジア州,120,カンボジア,L,学術研究，専門・技術サービス業,0.0000
2018,16,富山県,1,アジア州,122,ミャンマー,E,製造業,-
2018,16,富山県,1,アジア州,122,ミャンマー,L,学術研究，専門・技術サービス業,-
2018,16,富山県,1,アジア州,123,インド,E,製造業,-0.3333
2018,16,富山県,2,ヨーロッパ州,205,英国,E,製造業,0.0000
2018,16,富山県,2,ヨーロッパ州,208,ベルギー,E,製造業,0.0000
2018,16,富山県,2,ヨーロッパ州,210,フランス,I,卸売業，小売業,0.0000
2018,16,富山県,2,ヨーロッパ州,213,ドイツ,E,製造業,0.0000
2018,16,富山県,2,ヨーロッパ州,213,ドイツ,I,卸売業，小売業,0.0000
2018,16,富山県,2,ヨーロッパ州,213,ドイツ,R,サービス業（他に分類されないもの）,0.0000
2018,16,富山県,2,ヨーロッパ州,215,スイス,I,卸売業，小売業,0.0000
2018,16,富山県,2,ヨーロッパ州,223,ポーランド,E,製造業,0.0000
2018,16,富山県,2,ヨーロッパ州,224,ロシア,E,製造業,0.0000
2018,16,富山県,3,北アメリカ州,302,カナダ,E,製造業,0.0000
2018,16,富山県,3,北アメリカ州,304,アメリカ合衆国,A,農業，林業,0.0000
2018,16,富山県,3,北アメリカ州,304,アメリカ合衆国,E,製造業,0.0000
2018,16,富山県,3,北アメリカ州,304,アメリカ合衆国,G,情報通信業,0.0000
2018,16,富山県,3,北アメリカ州,304,アメリカ合衆国,I,卸売業，小売業,0.0000
2018,16,富山県,3,北アメリカ州,304,アメリカ合衆国,K,不動産業，物品賃貸業,0.0000
2018,16,富山県,3,北アメリカ州,305,メキシコ,E,製造業,1.0000
2018,16,富山県,3,北アメリカ州,305,メキシコ,I,卸売業，小売業,0.0000
2018,17,石川県,1,アジア州,103,大韓民国,E,製造業,0.2500
2018,17,石川県,1,アジア州,105,中華人民共和国,E,製造業,-0.0714
2018,17,石川県,1,アジア州,105,中華人民共和国,I,卸売業，小売業,0.5000
2018,17,石川県,1,アジア州,105,中華人民共和国,R,サービス業（他に分類されないもの）,0.0000
2018,17,石川県,1,アジア州,106,台湾,I,卸売業，小売業,0.0000
2018,17,石川県,1,アジア州,108,香港,E,製造業,0.0000
2018,17,石川県,1,アジア州,108,香港,I,卸売業，小売業,0.0000
2018,17,石川県,1,アジア州,110,ベトナム,E,製造業,0.0000
2018,17,石川県,1,アジア州,110,ベトナム,G,情報通信業,0.0000
2018,17,石川県,1,アジア州,110,ベトナム,I,卸売業，小売業,-
2018,17,石川県,1,アジア州,110,ベトナム,L,学術研究，専門・技術サービス業,0.0000
2018,17,石川県,1,アジア州,110,ベトナム,R,サービス業（他に分類されないもの）,0.0000
2018,17,石川県,1,アジア州,111,タイ,E,製造業,0.0714
2018,17,石川県,1,アジア州,111,タイ,G,情報通信業,0.0000
2018,17,石川県,1,アジア州,111,タイ,I,卸売業，小売業,0.0000
2018,17,石川県,1,アジア州,111,タイ,M,宿泊業，飲食サービス業,0.0000
2018,17,石川県,1,アジア州,111,タイ,R,サービス業（他に分類されないもの）,0.0000
2018,17,石川県,1,アジア州,112,シンガポール,G,情報通信業,0.0000
2018,17,石川県,1,アジア州,112,シンガポール,I,卸売業，小売業,-0.5000
2018,17,石川県,1,アジア州,112,シンガポール,J,金融業，保険業,0.0000
2018,17,石川県,1,アジア州,113,マレーシア,E,製造業,-0.2500
2018,17,石川県,1,アジア州,113,マレーシア,R,サービス業（他に分類されないもの）,-
2018,17,石川県,1,アジア州,118,インドネシア,E,製造業,-0.3333
2018,17,石川県,1,アジア州,118,インドネシア,N,生活関連サービス業，娯楽業,0.0000
2018,17,石川県,1,アジア州,118,インドネシア,R,サービス業（他に分類されないもの）,0.0000
2018,17,石川県,1,アジア州,123,インド,E,製造業,0.0000
2018,17,石川県,1,アジア州,123,インド,R,サービス業（他に分類されないもの）,0.0000
2018,17,石川県,2,ヨーロッパ州,203,スウェーデン,I,卸売業，小売業,-
2018,17,石川県,2,ヨーロッパ州,205,英国,I,卸売業，小売業,0.0000
2018,17,石川県,2,ヨーロッパ州,210,フランス,I,卸売業，小売業,0.0000
2018,17,石川県,2,ヨーロッパ州,213,ドイツ,E,製造業,-
2018,17,石川県,2,ヨーロッパ州,213,ドイツ,I,卸売業，小売業,-
2018,17,石川県,2,ヨーロッパ州,213,ドイツ,R,サービス業（他に分類されないもの）,0.0000
2018,17,石川県,2,ヨーロッパ州,215,スイス,I,卸売業，小売業,-
2018,17,石川県,2,ヨーロッパ州,220,イタリア,E,製造業,0.0000
2018,17,石川県,2,ヨーロッパ州,225,オーストリア,I,卸売業，小売業,-
2018,17,石川県,3,北アメリカ州,302,カナダ,L,学術研究，専門・技術サービス業,0.0000
2018,17,石川県,3,北アメリカ州,304,アメリカ合衆国,E,製造業,0.2500
2018,17,石川県,3,北アメリカ州,304,アメリカ合衆国,G,情報通信業,-0.6667
2018,17,石川県,3,北アメリカ州,304,アメリカ合衆国,I,卸売業，小売業,0.0000
2018,17,石川県,3,北アメリカ州,304,アメリカ合衆国,L,学術研究，専門・技術サービス業,-0.5000
2018,17,石川県,3,北アメリカ州,304,アメリカ合衆国,R,サービス業（他に分類されないもの）,0.0000
2018,17,石川県,3,北アメリカ州,305,メキシコ,R,サービス業（他に分類されないもの）,0.0000
2018,17,石川県,4,南アメリカ州,410,ブラジル,E,製造業,0.0000
2018,18,福井県,1,アジア州,103,大韓民国,E,製造業,1.0000
2018,18,福井県,1,アジア州,105,中華人民共和国,E,製造業,0.0385
2018,18,福井県,1,アジア州,105,中華人民共和国,I,卸売業，小売業,0.0000
2018,18,福井県,1,アジア州,106,台湾,E,製造業,0.0000
2018,18,福井県,1,アジア州,106,台湾,I,卸売業，小売業,-
2018,18,福井県,1,アジア州,108,香港,I,卸売業，小売業,-0.1250
2018,18,福井県,1,アジア州,110,ベトナム,E,製造業,-
2018,18,福井県,1,アジア州,111,タイ,E,製造業,-0.1250
2018,18,福井県,1,アジア州,111,タイ,I,卸売業，小売業,0.0000
2018,18,福井県,1,アジア州,111,タイ,R,サービス業（他に分類されないもの）,-
2018,18,福井県,1,アジア州,112,シンガポール,E,製造業,0.0000
2018,18,福井県,1,アジア州,112,シンガポール,L,学術研究，専門・技術サービス業,0.0000
2018,18,福井県,1,アジア州,113,マレーシア,E,製造業,0.0000
2018,18,福井県,1,アジア州,117,フィリピン,E,製造業,0.0000
2018,18,福井県,1,アジア州,117,フィリピン,I,卸売業，小売業,0.0000
2018,18,福井県,1,アジア州,118,インドネシア,E,製造業,0.5000
2018,18,福井県,1,アジア州,118,インドネシア,I,卸売業，小売業,0.0000
2018,18,福井県,1,アジア州,120,カンボジア,E,製造業,1.0000
2018,18,福井県,1,アジア州,123,インド,E,製造業,0.0000
2018,18,福井県,1,アジア州,129,マカオ,E,製造業,0.0000
2018,18,福井県,2,ヨーロッパ州,205,英国,I,卸売業，小売業,0.0000
2018,18,福井県,2,ヨーロッパ州,210,フランス,I,卸売業，小売業,0.0000
2018,18,福井県,2,ヨーロッパ州,213,ドイツ,I,卸売業，小売業,0.0000
2018,18,福井県,3,北アメリカ州,302,カナダ,I,卸売業，小売業,0.0000
2018,18,福井県,3,北アメリカ州,304,アメリカ合衆国,E,製造業,0.0000
2018,18,福井県,3,北アメリカ州,304,アメリカ合衆国,I,卸売業，小売業,0.0000
2018,18,福井県,3,北アメリカ州,304,アメリカ合衆国,L,学術研究，専門・技術サービス業,0.0000
2018,18,福井県,3,北アメリカ州,305,メキシコ,E,製造業,0.0000
2018,18,福井県,4,南アメリカ州,410,ブラジル,E,製造業,0.0000
2018,19,山梨県,1,アジア州,103,大韓民国,E,製造業,0.0000
2018,19,山梨県,1,アジア州,103,大韓民国,I,卸売業，小売業,0.0000
2018,19,山梨県,1,アジア州,105,中華人民共和国,E,製造業,0.0000
2018,19,山梨県,1,アジア州,105,中華人民共和国,I,卸売業，小売業,0.0000
2018,19,山梨県,1,アジア州,106,台湾,A,農業，林業,0.0000
2018,19,山梨県,1,アジア州,106,台湾,E,製造業,0.0000
2018,19,山梨県,1,アジア州,106,台湾,I,卸売業，小売業,0.0000
2018,19,山梨県,1,アジア州,108,香港,E,製造業,0.0000
2018,19,山梨県,1,アジア州,108,香港,I,卸売業，小売業,0.0000
2018,19,山梨県,1,アジア州,111,タイ,E,製造業,0.2000
2018,19,山梨県,1,アジア州,111,タイ,I,卸売業，小売業,0.0000
2018,19,山梨県,1,アジア州,112,シンガポール,I,卸売業，小売業,0.0000
2018,19,山梨県,1,アジア州,113,マレーシア,E,製造業,0.0000
2018,19,山梨県,1,アジア州,117,フィリピン,E,製造業,0.0000
2018,19,山梨県,1,アジア州,118,インドネシア,E,製造業,0.0000
2018,19,山梨県,1,アジア州,118,インドネシア,I,卸売業，小売業,0.0000
2018,19,山梨県,1,アジア州,123,インド,E,製造業,0.0000
2018,19,山梨県,1,アジア州,123,インド,I,卸売業，小売業,0.0000
2018,19,山梨県,2,ヨーロッパ州,213,ドイツ,I,卸売業，小売業,0.0000
2018,19,山梨県,3,北アメリカ州,302,カナダ,I,卸売業，小売業,0.0000
2018,19,山梨県,3,北アメリカ州,304,アメリカ合衆国,E,製造業,1.0000
2018,19,山梨県,3,北アメリカ州,304,アメリカ合衆国,I,卸売業，小売業,0.0000
2018,19,山梨県,3,北アメリカ州,304,アメリカ合衆国,L,学術研究，専門・技術サービス業,0.0000
2018,19,山梨県,3,北アメリカ州,304,アメリカ合衆国,R,サービス業（他に分類されないもの）,0.0000
2018,19,山梨県,4,南アメリカ州,410,ブラジル,I,卸売業，小売業,0.0000
2018,19,山梨県,6,大洋州,601,オーストラリア,E,製造業,0.0000
2018,19,山梨県,6,大洋州,601,オーストラリア,I,卸売業，小売業,0.0000
2018,20,長野県,1,アジア州,103,大韓民国,E,製造業,0.5000
2018,20,長野県,1,アジア州,103,大韓民国,I,卸売業，小売業,0.2500
2018,20,長野県,1,アジア州,105,中華人民共和国,E,製造業,-0.0154
2018,20,長野県,1,アジア州,105,中華人民共和国,I,卸売業，小売業,0.0556
2018,20,長野県,1,アジア州,105,中華人民共和国,P,医療，福祉,-
2018,20,長野県,1,アジア州,105,中華人民共和国,R,サービス業（他に分類されないもの）,1.0000
2018,20,長野県,1,アジア州,106,台湾,A,農業，林業,0.0000
2018,20,長野県,1,アジア州,106,台湾,E,製造業,0.0000
2018,20,長野県,1,アジア州,106,台湾,I,卸売業，小売業,0.3333
2018,20,長野県,1,アジア州,108,香港,E,製造業,0.3333
2018,20,長野県,1,アジア州,108,香港,I,卸売業，小売業,-0.0417
2018,20,長野県,1,アジア州,110,ベトナム,E,製造業,-0.0588
2018,20,長野県,1,アジア州,110,ベトナム,G,情報通信業,-
2018,20,長野県,1,アジア州,110,ベトナム,I,卸売業，小売業,1.0000
2018,20,長野県,1,アジア州,111,タイ,E,製造業,0.2381
2018,20,長野県,1,アジア州,111,タイ,I,卸売業，小売業,0.1429
2018,20,長野県,1,アジア州,111,タイ,L,学術研究，専門・技術サービス業,0.0000
2018,20,長野県,1,アジア州,111,タイ,R,サービス業（他に分類されないもの）,0.0000
2018,20,長野県,1,アジア州,112,シンガポール,E,製造業,0.5000
2018,20,長野県,1,アジア州,112,シンガポール,I,卸売業，小売業,-0.1250
2018,20,長野県,1,アジア州,113,マレーシア,A,農業，林業,0.0000
2018,20,長野県,1,アジア州,113,マレーシア,E,製造業,0.0000
2018,20,長野県,1,アジア州,113,マレーシア,I,卸売業，小売業,0.0000
2018,20,長野県,1,アジア州,113,マレーシア,L,学術研究，専門・技術サービス業,0.0000
2018,20,長野県,1,アジア州,113,マレーシア,R,サービス業（他に分類されないもの）,0.0000
2018,20,長野県,1,アジア州,117,フィリピン,E,製造業,0.5000
2018,20,長野県,1,アジア州,117,フィリピン,I,卸売業，小売業,2.0000
2018,20,長野県,1,アジア州,118,インドネシア,E,製造業,0.1667
2018,20,長野県,1,アジア州,118,インドネシア,I,卸売業，小売業,0.5000
2018,20,長野県,1,アジア州,118,インドネシア,R,サービス業（他に分類されないもの）,0.5000
2018,20,長野県,1,アジア州,123,インド,E,製造業,0.0000
2018,20,長野県,1,アジア州,123,インド,I,卸売業，小売業,-0.5000
2018,20,長野県,1,アジア州,123,インド,R,サービス業（他に分類されないもの）,0.0000
2018,20,長野県,1,アジア州,147,アラブ首長国連邦,I,卸売業，小売業,0.0000
2018,20,長野県,2,ヨーロッパ州,205,英国,I,卸売業，小売業,0.0000
2018,20,長野県,2,ヨーロッパ州,207,オランダ,I,卸売業，小売業,0.0000
2018,20,長野県,2,ヨーロッパ州,210,フランス,I,卸売業，小売業,0.0000
2018,20,長野県,2,ヨーロッパ州,213,ドイツ,I,卸売業，小売業,-0.2000
2018,20,長野県,2,ヨーロッパ州,218,スペイン,E,製造業,0.0000
2018,20,長野県,2,ヨーロッパ州,220,イタリア,E,製造業,0.0000
2018,20,長野県,2,ヨーロッパ州,220,イタリア,I,卸売業，小売業,0.0000
2018,20,長野県,2,ヨーロッパ州,234,トルコ,I,卸売業，小売業,0.0000
2018,20,長野県,2,ヨーロッパ州,237,リトアニア,E,製造業,0.0000
2018,20,長野県,3,北アメリカ州,304,アメリカ合衆国,A,農業，林業,0.0000
2018,20,長野県,3,北アメリカ州,304,アメリカ合衆国,E,製造業,0.2857
2018,20,長野県,3,北アメリカ州,304,アメリカ合衆国,G,情報通信業,-
2018,20,長野県,3,北アメリカ州,304,アメリカ合衆国,I,卸売業，小売業,0.0909
2018,20,長野県,3,北アメリカ州,304,アメリカ合衆国,J,金融業，保険業,0.0000
2018,20,長野県,3,北アメリカ州,304,アメリカ合衆国,L,学術研究，専門・技術サービス業,0.0000
2018,20,長野県,3,北アメリカ州,304,アメリカ合衆国,R,サービス業（他に分類されないもの）,0.0000
2018,20,長野県,3,北アメリカ州,305,メキシコ,E,製造業,0.2500
2018,20,長野県,3,北アメリカ州,305,メキシコ,I,卸売業，小売業,-0.5000
2018,20,長野県,3,北アメリカ州,305,メキシコ,R,サービス業（他に分類されないもの）,-
2018,20,長野県,4,南アメリカ州,410,ブラジル,E,製造業,0.0000
2018,20,長野県,4,南アメリカ州,410,ブラジル,I,卸売業，小売業,-0.3333
2018,20,長野県,6,大洋州,601,オーストラリア,I,卸売業，小売業,0.0000
2018,21,岐阜県,1,アジア州,103,大韓民国,D,建設業,0.0000
2018,21,岐阜県,1,アジア州,103,大韓民国,E,製造業,0.2500
2018,21,岐阜県,1,アジア州,103,大韓民国,I,卸売業，小売業,0.0000
2018,21,岐阜県,1,アジア州,105,中華人民共和国,D,建設業,0.0000
2018,21,岐阜県,1,アジア州,105,中華人民共和国,E,製造業,0.0115
2018,21,岐阜県,1,アジア州,105,中華人民共和国,G,情報通信業,0.0000
2018,21,岐阜県,1,アジア州,105,中華人民共和国,I,卸売業，小売業,0.1765
2018,21,岐阜県,1,アジア州,105,中華人民共和国,L,学術研究，専門・技術サービス業,-0.4000
2018,21,岐阜県,1,アジア州,105,中華人民共和国,R,サービス業（他に分類されないもの）,0.3333
2018,21,岐阜県,1,アジア州,106,台湾,E,製造業,0.0000
2018,21,岐阜県,1,アジア州,106,台湾,I,卸売業，小売業,0.0000
2018,21,岐阜県,1,アジア州,108,香港,D,建設業,0.0000
2018,21,岐阜県,1,アジア州,108,香港,E,製造業,0.0000
2018,21,岐阜県,1,アジア州,108,香港,H,運輸業，郵便業,0.0000
2018,21,岐阜県,1,アジア州,108,香港,I,卸売業，小売業,0.2000
2018,21,岐阜県,1,アジア州,108,香港,L,学術研究，専門・技術サービス業,-0.5000
2018,21,岐阜県,1,アジア州,110,ベトナム,C,鉱業，採石業，砂利採取業,0.0000
2018,21,岐阜県,1,アジア州,110,ベトナム,D,建設業,0.0000
2018,21,岐阜県,1,アジア州,110,ベトナム,E,製造業,0.4545
2018,21,岐阜県,1,アジア州,110,ベトナム,G,情報通信業,1.0000
2018,21,岐阜県,1,アジア州,110,ベトナム,L,学術研究，専門・技術サービス業,0.0000
2018,21,岐阜県,1,アジア州,111,タイ,E,製造業,0.0714
2018,21,岐阜県,1,アジア州,111,タイ,H,運輸業，郵便業,0.0000
2018,21,岐阜県,1,アジア州,111,タイ,I,卸売業，小売業,0.5000
2018,21,岐阜県,1,アジア州,111,タイ,L,学術研究，専門・技術サービス業,0.0000
2018,21,岐阜県,1,アジア州,112,シンガポール,D,建設業,0.0000
2018,21,岐阜県,1,アジア州,112,シンガポール,G,情報通信業,0.0000
2018,21,岐阜県,1,アジア州,112,シンガポール,I,卸売業，小売業,0.0000
2018,21,岐阜県,1,アジア州,112,シンガポール,L,学術研究，専門・技術サービス業,0.0000
2018,21,岐阜県,1,アジア州,113,マレーシア,E,製造業,0.0000
2018,21,岐阜県,1,アジア州,113,マレーシア,H,運輸業，郵便業,0.0000
2018,21,岐阜県,1,アジア州,113,マレーシア,K,不動産業，物品賃貸業,0.0000
2018,21,岐阜県,1,アジア州,117,フィリピン,E,製造業,0.3333
2018,21,岐阜県,1,アジア州,117,フィリピン,I,卸売業，小売業,0.0000
2018,21,岐阜県,1,アジア州,117,フィリピン,K,不動産業，物品賃貸業,0.0000
2018,21,岐阜県,1,アジア州,118,インドネシア,E,製造業,0.3333
2018,21,岐阜県,1,アジア州,118,インドネシア,H,運輸業，郵便業,0.0000
2018,21,岐阜県,1,アジア州,121,ラオス,E,製造業,0.0000
2018,21,岐阜県,1,アジア州,122,ミャンマー,E,製造業,0.0000
2018,21,岐阜県,1,アジア州,143,イスラエル,B,漁業,0.0000
2018,21,岐阜県,2,ヨーロッパ州,203,スウェーデン,I,卸売業，小売業,0.0000
2018,21,岐阜県,2,ヨーロッパ州,205,英国,E,製造業,0.0000
2018,21,岐阜県,2,ヨーロッパ州,207,オランダ,I,卸売業，小売業,0.0000
2018,21,岐阜県,2,ヨーロッパ州,208,ベルギー,I,卸売業，小売業,0.0000
2018,21,岐阜県,2,ヨーロッパ州,210,フランス,E,製造業,1.0000
2018,21,岐阜県,2,ヨーロッパ州,210,フランス,L,学術研究，専門・技術サービス業,-
2018,21,岐阜県,2,ヨーロッパ州,213,ドイツ,E,製造業,0.0000
2018,21,岐阜県,2,ヨーロッパ州,213,ドイツ,I,卸売業，小売業,0.0000
2018,21,岐阜県,2,ヨーロッパ州,225,オーストリア,E,製造業,0.0000
2018,21,岐阜県,2,ヨーロッパ州,227,ハンガリー,D,建設業,0.0000
2018,21,岐阜県,2,ヨーロッパ州,227,ハンガリー,E,製造業,0.0000
2018,21,岐阜県,2,ヨーロッパ州,245,チェコ,E,製造業,-
2018,21,岐阜県,3,北アメリカ州,304,アメリカ合衆国,E,製造業,0.2000
2018,21,岐阜県,3,北アメリカ州,304,アメリカ合衆国,G,情報通信業,0.0000
2018,21,岐阜県,3,北アメリカ州,304,アメリカ合衆国,I,卸売業，小売業,-0.1667
2018,21,岐阜県,3,北アメリカ州,304,アメリカ合衆国,K,不動産業，物品賃貸業,-
2018,21,岐阜県,3,北アメリカ州,304,アメリカ合衆国,L,学術研究，専門・技術サービス業,0.5000
2018,21,岐阜県,3,北アメリカ州,305,メキシコ,E,製造業,0.0000
2018,21,岐阜県,3,北アメリカ州,305,メキシコ,I,卸売業，小売業,0.0000
2018,21,岐阜県,4,南アメリカ州,410,ブラジル,I,卸売業，小売業,0.0000
2018,21,岐阜県,6,大洋州,627,北マリアナ諸島(米),K,不動産業，物品賃貸業,0.0000
2018,22,静岡県,1,アジア州,103,大韓民国,E,製造業,0.0000
2018,22,静岡県,1,アジア州,103,大韓民国,I,卸売業，小売業,-0.2500
2018,22,静岡県,1,アジア州,103,大韓民国,L,学術研究，専門・技術サービス業,0.0000
2018,22,静岡県,1,アジア州,105,中華人民共和国,D,建設業,0.0000
2018,22,静岡県,1,アジア州,105,中華人民共和国,E,製造業,-0.0299
2018,22,静岡県,1,アジア州,105,中華人民共和国,G,情報通信業,0.2500
2018,22,静岡県,1,アジア州,105,中華人民共和国,H,運輸業，郵便業,0.0000
2018,22,静岡県,1,アジア州,105,中華人民共和国,I,卸売業，小売業,0.0857
2018,22,静岡県,1,アジア州,105,中華人民共和国,K,不動産業，物品賃貸業,0.0000
2018,22,静岡県,1,アジア州,105,中華人民共和国,L,学術研究，専門・技術サービス業,0.0000
2018,22,静岡県,1,アジア州,105,中華人民共和国,O,教育，学習支援業,0.0000
2018,22,静岡県,1,アジア州,105,中華人民共和国,R,サービス業（他に分類されないもの）,0.0000
2018,22,静岡県,1,アジア州,106,台湾,D,建設業,0.0000
2018,22,静岡県,1,アジア州,106,台湾,E,製造業,0.1111
2018,22,静岡県,1,アジア州,106,台湾,G,情報通信業,0.0000
2018,22,静岡県,1,アジア州,106,台湾,I,卸売業，小売業,0.1667
2018,22,静岡県,1,アジア州,106,台湾,L,学術研究，専門・技術サービス業,0.0000
2018,22,静岡県,1,アジア州,108,香港,E,製造業,0.3333
2018,22,静岡県,1,アジア州,108,香港,H,運輸業，郵便業,1.0000
2018,22,静岡県,1,アジア州,108,香港,I,卸売業，小売業,0.0000
2018,22,静岡県,1,アジア州,108,香港,L,学術研究，専門・技術サービス業,0.0000
2018,22,静岡県,1,アジア州,110,ベトナム,E,製造業,0.0571
2018,22,静岡県,1,アジア州,110,ベトナム,H,運輸業，郵便業,0.5000
2018,22,静岡県,1,アジア州,110,ベトナム,I,卸売業，小売業,0.3333
2018,22,静岡県,1,アジア州,110,ベトナム,L,学術研究，専門・技術サービス業,0.0000
2018,22,静岡県,1,アジア州,111,タイ,E,製造業,0.2203
2018,22,静岡県,1,アジア州,111,タイ,G,情報通信業,0.0000
2018,22,静岡県,1,アジア州,111,タイ,H,運輸業，郵便業,0.0000
2018,22,静岡県,1,アジア州,111,タイ,I,卸売業，小売業,-0.0556
2018,22,静岡県,1,アジア州,111,タイ,K,不動産業，物品賃貸業,0.0000
2018,22,静岡県,1,アジア州,111,タイ,L,学術研究，専門・技術サービス業,1.0000
2018,22,静岡県,1,アジア州,111,タイ,R,サービス業（他に分類されないもの）,0.0000
2018,22,静岡県,1,アジア州,112,シンガポール,H,運輸業，郵便業,0.0000
2018,22,静岡県,1,アジア州,112,シンガポール,I,卸売業，小売業,0.2500
2018,22,静岡県,1,アジア州,112,シンガポール,M,宿泊業，飲食サービス業,0.0000
2018,22,静岡県,1,アジア州,112,シンガポール,R,サービス業（他に分類されないもの）,0.5000
2018,22,静岡県,1,アジア州,113,マレーシア,E,製造業,0.0769
2018,22,静岡県,1,アジア州,113,マレーシア,I,卸売業，小売業,0.2500
2018,22,静岡県,1,アジア州,113,マレーシア,L,学術研究，専門・技術サービス業,0.0000
2018,22,静岡県,1,アジア州,117,フィリピン,D,建設業,0.0000
2018,22,静岡県,1,アジア州,117,フィリピン,E,製造業,-0.0625
2018,22,静岡県,1,アジア州,117,フィリピン,H,運輸業，郵便業,0.0000
2018,22,静岡県,1,アジア州,117,フィリピン,R,サービス業（他に分類されないもの）,0.0000
2018,22,静岡県,1,アジア州,118,インドネシア,E,製造業,0.0690
2018,22,静岡県,1,アジア州,118,インドネシア,H,運輸業，郵便業,0.0000
2018,22,静岡県,1,アジア州,118,インドネシア,I,卸売業，小売業,0.0000
2018,22,静岡県,1,アジア州,118,インドネシア,L,学術研究，専門・技術サービス業,-
2018,22,静岡県,1,アジア州,120,カンボジア,E,製造業,0.0000
2018,22,静岡県,1,アジア州,120,カンボジア,I,卸売業，小売業,0.0000
2018,22,静岡県,1,アジア州,121,ラオス,E,製造業,0.0000
2018,22,静岡県,1,アジア州,122,ミャンマー,E,製造業,0.0000
2018,22,静岡県,1,アジア州,122,ミャンマー,R,サービス業（他に分類されないもの）,-
2018,22,静岡県,1,アジア州,123,インド,E,製造業,0.1034
2018,22,静岡県,1,アジア州,123,インド,G,情報通信業,0.0000
2018,22,静岡県,1,アジア州,123,インド,H,運輸業，郵便業,-
2018,22,静岡県,1,アジア州,123,インド,I,卸売業，小売業,0.0000
2018,22,静岡県,1,アジア州,123,インド,L,学術研究，専門・技術サービス業,-
2018,22,静岡県,1,アジア州,124,パキスタン,E,製造業,0.0000
2018,22,静岡県,1,アジア州,147,アラブ首長国連邦,I,卸売業，小売業,0.0000
2018,22,静岡県,2,ヨーロッパ州,203,スウェーデン,E,製造業,0.0000
2018,22,静岡県,2,ヨーロッパ州,203,スウェーデン,I,卸売業，小売業,0.0000
2018,22,静岡県,2,ヨーロッパ州,204,デンマーク,I,卸売業，小売業,0.0000
2018,22,静岡県,2,ヨーロッパ州,205,英国,E,製造業,0.0000
2018,22,静岡県,2,ヨーロッパ州,205,英国,I,卸売業，小売業,0.1000
2018,22,静岡県,2,ヨーロッパ州,207,オランダ,E,製造業,0.0000
2018,22,静岡県,2,ヨーロッパ州,207,オランダ,I,卸売業，小売業,0.0000
2018,22,静岡県,2,ヨーロッパ州,208,ベルギー,I,卸売業，小売業,0.0000
2018,22,静岡県,2,ヨーロッパ州,210,フランス,E,製造業,0.0000
2018,22,静岡県,2,ヨーロッパ州,210,フランス,I,卸売業，小売業,0.2000
2018,22,静岡県,2,ヨーロッパ州,210,フランス,J,金融業，保険業,-
2018,22,静岡県,2,ヨーロッパ州,210,フランス,L,学術研究，専門・技術サービス業,0.0000
2018,22,静岡県,2,ヨーロッパ州,213,ドイツ,E,製造業,0.0000
