集計年,都道府県コード,都道府県名,地域コード,地域名,国コード,国名,産業大分類コード,産業大分類名,現地法人企業数_増減率（％）
1998,22,静岡県,1,アジア州,103,大韓民国,L,学術研究，専門・技術サービス業,-
1998,22,静岡県,1,アジア州,105,中華人民共和国,A,農業，林業,0.0000
1998,22,静岡県,1,アジア州,105,中華人民共和国,E,製造業,-0.1000
1998,22,静岡県,1,アジア州,105,中華人民共和国,H,運輸業，郵便業,0.0000
1998,22,静岡県,1,アジア州,105,中華人民共和国,I,卸売業，小売業,0.0000
1998,22,静岡県,1,アジア州,105,中華人民共和国,K,不動産業，物品賃貸業,0.0000
1998,22,静岡県,1,アジア州,106,台湾,E,製造業,-0.2500
1998,22,静岡県,1,アジア州,106,台湾,G,情報通信業,0.0000
1998,22,静岡県,1,アジア州,106,台湾,I,卸売業，小売業,0.0000
1998,22,静岡県,1,アジア州,106,台湾,L,学術研究，専門・技術サービス業,0.0000
1998,22,静岡県,1,アジア州,108,香港,E,製造業,0.0000
1998,22,静岡県,1,アジア州,108,香港,I,卸売業，小売業,0.0000
1998,22,静岡県,1,アジア州,110,ベトナム,E,製造業,0.0000
1998,22,静岡県,1,アジア州,110,ベトナム,H,運輸業，郵便業,-
1998,22,静岡県,1,アジア州,111,タイ,E,製造業,-0.3125
1998,22,静岡県,1,アジア州,111,タイ,H,運輸業，郵便業,0.0000
1998,22,静岡県,1,アジア州,111,タイ,I,卸売業，小売業,0.0000
1998,22,静岡県,1,アジア州,111,タイ,R,サービス業（他に分類されないもの）,0.0000
1998,22,静岡県,1,アジア州,112,シンガポール,E,製造業,-0.3333
1998,22,静岡県,1,アジア州,112,シンガポール,H,運輸業，郵便業,0.0000
1998,22,静岡県,1,アジア州,112,シンガポール,I,卸売業，小売業,0.6667
1998,22,静岡県,1,アジア州,113,マレーシア,E,製造業,-0.1111
1998,22,静岡県,1,アジア州,113,マレーシア,I,卸売業，小売業,0.0000
1998,22,静岡県,1,アジア州,113,マレーシア,L,学術研究，専門・技術サービス業,0.0000
1998,22,静岡県,1,アジア州,117,フィリピン,E,製造業,-0.1429
1998,22,静岡県,1,アジア州,117,フィリピン,K,不動産業，物品賃貸業,-
1998,22,静岡県,1,アジア州,117,フィリピン,R,サービス業（他に分類されないもの）,0.0000
1998,22,静岡県,1,アジア州,118,インドネシア,E,製造業,0.1111
1998,22,静岡県,1,アジア州,118,インドネシア,I,卸売業，小売業,-0.5000
1998,22,静岡県,1,アジア州,122,ミャンマー,E,製造業,-
1998,22,静岡県,1,アジア州,123,インド,E,製造業,0.1111
1998,22,静岡県,1,アジア州,124,パキスタン,E,製造業,0.3333
1998,22,静岡県,1,アジア州,147,アラブ首長国連邦,I,卸売業，小売業,-
1998,22,静岡県,2,ヨーロッパ州,202,ノルウェー,I,卸売業，小売業,0.0000
1998,22,静岡県,2,ヨーロッパ州,203,スウェーデン,E,製造業,0.0000
1998,22,静岡県,2,ヨーロッパ州,203,スウェーデン,I,卸売業，小売業,0.0000
1998,22,静岡県,2,ヨーロッパ州,203,スウェーデン,J,金融業，保険業,0.0000
1998,22,静岡県,2,ヨーロッパ州,204,デンマーク,I,卸売業，小売業,0.0000
1998,22,静岡県,2,ヨーロッパ州,205,英国,E,製造業,0.2000
1998,22,静岡県,2,ヨーロッパ州,205,英国,H,運輸業，郵便業,0.0000
1998,22,静岡県,2,ヨーロッパ州,205,英国,I,卸売業，小売業,0.0000
1998,22,静岡県,2,ヨーロッパ州,205,英国,L,学術研究，専門・技術サービス業,0.0000
1998,22,静岡県,2,ヨーロッパ州,207,オランダ,E,製造業,0.0000
1998,22,静岡県,2,ヨーロッパ州,207,オランダ,I,卸売業，小売業,-0.4000
1998,22,静岡県,2,ヨーロッパ州,208,ベルギー,I,卸売業，小売業,-0.5000
1998,22,静岡県,2,ヨーロッパ州,209,ルクセンブルク,J,金融業，保険業,0.0000
1998,22,静岡県,2,ヨーロッパ州,210,フランス,E,製造業,0.0000
1998,22,静岡県,2,ヨーロッパ州,210,フランス,I,卸売業，小売業,0.0000
1998,22,静岡県,2,ヨーロッパ州,213,ドイツ,E,製造業,-0.2500
1998,22,静岡県,2,ヨーロッパ州,213,ドイツ,I,卸売業，小売業,0.0000
1998,22,静岡県,2,ヨーロッパ州,213,ドイツ,L,学術研究，専門・技術サービス業,0.0000
1998,22,静岡県,2,ヨーロッパ州,215,スイス,I,卸売業，小売業,0.0000
1998,22,静岡県,2,ヨーロッパ州,217,ポルトガル,E,製造業,0.0000
1998,22,静岡県,2,ヨーロッパ州,217,ポルトガル,I,卸売業，小売業,0.0000
1998,22,静岡県,2,ヨーロッパ州,218,スペイン,E,製造業,0.0000
1998,22,静岡県,2,ヨーロッパ州,218,スペイン,I,卸売業，小売業,-0.5000
1998,22,静岡県,2,ヨーロッパ州,220,イタリア,I,卸売業，小売業,0.0000
1998,22,静岡県,2,ヨーロッパ州,225,オーストリア,I,卸売業，小売業,-0.3333
1998,22,静岡県,2,ヨーロッパ州,227,ハンガリー,E,製造業,0.0000
1998,22,静岡県,2,ヨーロッパ州,234,トルコ,E,製造業,0.0000
1998,22,静岡県,2,ヨーロッパ州,246,スロバキア,E,製造業,-
1998,22,静岡県,3,北アメリカ州,302,カナダ,E,製造業,0.0000
1998,22,静岡県,3,北アメリカ州,302,カナダ,I,卸売業，小売業,0.0000
1998,22,静岡県,3,北アメリカ州,302,カナダ,M,宿泊業，飲食サービス業,0.0000
1998,22,静岡県,3,北アメリカ州,304,アメリカ合衆国,E,製造業,-0.0286
1998,22,静岡県,3,北アメリカ州,304,アメリカ合衆国,G,情報通信業,1.0000
1998,22,静岡県,3,北アメリカ州,304,アメリカ合衆国,H,運輸業，郵便業,0.0000
1998,22,静岡県,3,北アメリカ州,304,アメリカ合衆国,I,卸売業，小売業,0.0000
1998,22,静岡県,3,北アメリカ州,304,アメリカ合衆国,J,金融業，保険業,0.0000
1998,22,静岡県,3,北アメリカ州,304,アメリカ合衆国,K,不動産業，物品賃貸業,0.0000
1998,22,静岡県,3,北アメリカ州,304,アメリカ合衆国,R,サービス業（他に分類されないもの）,0.0000
1998,22,静岡県,3,北アメリカ州,305,メキシコ,E,製造業,0.0000
1998,22,静岡県,3,北アメリカ州,305,メキシコ,I,卸売業，小売業,0.0000
1998,22,静岡県,3,北アメリカ州,312,パナマ,I,卸売業，小売業,0.0000
1998,22,静岡県,4,南アメリカ州,401,コロンビア,E,製造業,0.5000
1998,22,静岡県,4,南アメリカ州,407,ペルー,E,製造業,-
1998,22,静岡県,4,南アメリカ州,410,ブラジル,E,製造業,0.0000
1998,22,静岡県,4,南アメリカ州,410,ブラジル,H,運輸業，郵便業,-
1998,22,静岡県,4,南アメリカ州,410,ブラジル,I,卸売業，小売業,0.0000
1998,22,静岡県,4,南アメリカ州,410,ブラジル,J,金融業，保険業,0.0000
1998,22,静岡県,4,南アメリカ州,413,アルゼンチン,I,卸売業，小売業,0.0000
1998,22,静岡県,5,アフリカ州,506,エジプト,E,製造業,0.0000
1998,22,静岡県,5,アフリカ州,524,ナイジェリア,E,製造業,0.0000
1998,22,静岡県,6,大洋州,601,オーストラリア,E,製造業,0.0000
1998,22,静岡県,6,大洋州,601,オーストラリア,I,卸売業，小売業,0.0000
1998,22,静岡県,6,大洋州,601,オーストラリア,N,生活関連サービス業，娯楽業,0.0000
1998,22,静岡県,6,大洋州,606,ニュージーランド,I,卸売業，小売業,0.0000
1998,22,静岡県,6,大洋州,610,サモア,E,製造業,0.0000
1998,23,愛知県,1,アジア州,103,大韓民国,E,製造業,-0.1538
1998,23,愛知県,1,アジア州,103,大韓民国,I,卸売業，小売業,1.0000
1998,23,愛知県,1,アジア州,105,中華人民共和国,B,漁業,0.2500
1998,23,愛知県,1,アジア州,105,中華人民共和国,E,製造業,0.0980
1998,23,愛知県,1,アジア州,105,中華人民共和国,H,運輸業，郵便業,0.0000
1998,23,愛知県,1,アジア州,105,中華人民共和国,I,卸売業，小売業,0.1667
1998,23,愛知県,1,アジア州,106,台湾,E,製造業,-0.1200
1998,23,愛知県,1,アジア州,106,台湾,I,卸売業，小売業,0.3333
1998,23,愛知県,1,アジア州,106,台湾,J,金融業，保険業,0.0000
1998,23,愛知県,1,アジア州,108,香港,E,製造業,0.0000
1998,23,愛知県,1,アジア州,108,香港,I,卸売業，小売業,0.0000
1998,23,愛知県,1,アジア州,108,香港,J,金融業，保険業,0.0000
1998,23,愛知県,1,アジア州,108,香港,K,不動産業，物品賃貸業,0.0000
1998,23,愛知県,1,アジア州,110,ベトナム,E,製造業,0.3333
1998,23,愛知県,1,アジア州,110,ベトナム,I,卸売業，小売業,0.0000
1998,23,愛知県,1,アジア州,111,タイ,E,製造業,-0.1071
1998,23,愛知県,1,アジア州,111,タイ,I,卸売業，小売業,0.0000
1998,23,愛知県,1,アジア州,111,タイ,J,金融業，保険業,0.0000
1998,23,愛知県,1,アジア州,112,シンガポール,E,製造業,-0.3333
1998,23,愛知県,1,アジア州,112,シンガポール,H,運輸業，郵便業,-
1998,23,愛知県,1,アジア州,112,シンガポール,I,卸売業，小売業,0.2000
1998,23,愛知県,1,アジア州,112,シンガポール,J,金融業，保険業,0.0000
1998,23,愛知県,1,アジア州,112,シンガポール,L,学術研究，専門・技術サービス業,-
1998,23,愛知県,1,アジア州,113,マレーシア,E,製造業,-0.2222
1998,23,愛知県,1,アジア州,113,マレーシア,I,卸売業，小売業,0.0000
1998,23,愛知県,1,アジア州,113,マレーシア,J,金融業，保険業,0.0000
1998,23,愛知県,1,アジア州,117,フィリピン,E,製造業,-0.0909
1998,23,愛知県,1,アジア州,118,インドネシア,E,製造業,0.0833
1998,23,愛知県,1,アジア州,118,インドネシア,G,情報通信業,0.0000
1998,23,愛知県,1,アジア州,118,インドネシア,H,運輸業，郵便業,0.0000
1998,23,愛知県,1,アジア州,118,インドネシア,I,卸売業，小売業,0.0000
1998,23,愛知県,1,アジア州,120,カンボジア,I,卸売業，小売業,0.0000
1998,23,愛知県,1,アジア州,122,ミャンマー,I,卸売業，小売業,0.0000
1998,23,愛知県,1,アジア州,123,インド,E,製造業,-0.2000
1998,23,愛知県,1,アジア州,124,パキスタン,E,製造業,1.0000
1998,23,愛知県,1,アジア州,125,スリランカ,E,製造業,0.0000
1998,23,愛知県,1,アジア州,125,スリランカ,I,卸売業，小売業,0.0000
1998,23,愛知県,1,アジア州,147,アラブ首長国連邦,E,製造業,0.0000
1998,23,愛知県,2,ヨーロッパ州,202,ノルウェー,L,学術研究，専門・技術サービス業,0.0000
1998,23,愛知県,2,ヨーロッパ州,203,スウェーデン,E,製造業,-
1998,23,愛知県,2,ヨーロッパ州,203,スウェーデン,I,卸売業，小売業,0.0000
1998,23,愛知県,2,ヨーロッパ州,203,スウェーデン,L,学術研究，専門・技術サービス業,0.0000
1998,23,愛知県,2,ヨーロッパ州,205,英国,E,製造業,0.2500
1998,23,愛知県,2,ヨーロッパ州,205,英国,H,運輸業，郵便業,0.0000
1998,23,愛知県,2,ヨーロッパ州,205,英国,I,卸売業，小売業,0.0000
1998,23,愛知県,2,ヨーロッパ州,205,英国,J,金融業，保険業,0.0000
1998,23,愛知県,2,ヨーロッパ州,205,英国,L,学術研究，専門・技術サービス業,1.0000
1998,23,愛知県,2,ヨーロッパ州,205,英国,R,サービス業（他に分類されないもの）,0.0000
1998,23,愛知県,2,ヨーロッパ州,206,アイルランド,E,製造業,1.0000
1998,23,愛知県,2,ヨーロッパ州,207,オランダ,E,製造業,-0.2500
1998,23,愛知県,2,ヨーロッパ州,207,オランダ,J,金融業，保険業,0.0000
1998,23,愛知県,2,ヨーロッパ州,207,オランダ,L,学術研究，専門・技術サービス業,-
1998,23,愛知県,2,ヨーロッパ州,208,ベルギー,E,製造業,-0.6000
1998,23,愛知県,2,ヨーロッパ州,208,ベルギー,I,卸売業，小売業,0.0000
1998,23,愛知県,2,ヨーロッパ州,210,フランス,E,製造業,0.0000
1998,23,愛知県,2,ヨーロッパ州,210,フランス,I,卸売業，小売業,0.0000
1998,23,愛知県,2,ヨーロッパ州,210,フランス,L,学術研究，専門・技術サービス業,0.0000
1998,23,愛知県,2,ヨーロッパ州,210,フランス,N,生活関連サービス業，娯楽業,0.0000
1998,23,愛知県,2,ヨーロッパ州,213,ドイツ,E,製造業,-0.3333
1998,23,愛知県,2,ヨーロッパ州,213,ドイツ,I,卸売業，小売業,-0.2000
1998,23,愛知県,2,ヨーロッパ州,213,ドイツ,J,金融業，保険業,0.0000
1998,23,愛知県,2,ヨーロッパ州,213,ドイツ,K,不動産業，物品賃貸業,0.0000
1998,23,愛知県,2,ヨーロッパ州,213,ドイツ,L,学術研究，専門・技術サービス業,0.0000
1998,23,愛知県,2,ヨーロッパ州,217,ポルトガル,E,製造業,1.0000
1998,23,愛知県,2,ヨーロッパ州,218,スペイン,E,製造業,0.0000
1998,23,愛知県,2,ヨーロッパ州,218,スペイン,I,卸売業，小売業,0.0000
1998,23,愛知県,2,ヨーロッパ州,220,イタリア,E,製造業,0.0000
1998,23,愛知県,2,ヨーロッパ州,220,イタリア,I,卸売業，小売業,0.0000
1998,23,愛知県,2,ヨーロッパ州,222,フィンランド,I,卸売業，小売業,0.0000
1998,23,愛知県,2,ヨーロッパ州,222,フィンランド,J,金融業，保険業,0.0000
1998,23,愛知県,2,ヨーロッパ州,222,フィンランド,R,サービス業（他に分類されないもの）,0.0000
1998,23,愛知県,2,ヨーロッパ州,223,ポーランド,E,製造業,0.0000
1998,23,愛知県,2,ヨーロッパ州,223,ポーランド,I,卸売業，小売業,0.0000
1998,23,愛知県,2,ヨーロッパ州,224,ロシア,I,卸売業，小売業,-
1998,23,愛知県,2,ヨーロッパ州,224,ロシア,K,不動産業，物品賃貸業,-
1998,23,愛知県,2,ヨーロッパ州,225,オーストリア,E,製造業,0.0000
1998,23,愛知県,2,ヨーロッパ州,225,オーストリア,I,卸売業，小売業,0.0000
1998,23,愛知県,2,ヨーロッパ州,227,ハンガリー,E,製造業,-0.5000
1998,23,愛知県,2,ヨーロッパ州,227,ハンガリー,I,卸売業，小売業,0.5000
1998,23,愛知県,2,ヨーロッパ州,234,トルコ,E,製造業,0.0000
1998,23,愛知県,2,ヨーロッパ州,245,チェコ,I,卸売業，小売業,-
1998,23,愛知県,2,ヨーロッパ州,289,旧ソ連諸国（除ロシア）,I,卸売業，小売業,-
1998,23,愛知県,2,ヨーロッパ州,299,その他のヨーロッパ,E,製造業,0.0000
1998,23,愛知県,2,ヨーロッパ州,299,その他のヨーロッパ,I,卸売業，小売業,-0.3333
1998,23,愛知県,3,北アメリカ州,302,カナダ,E,製造業,-0.1111
1998,23,愛知県,3,北アメリカ州,302,カナダ,I,卸売業，小売業,-0.1667
1998,23,愛知県,3,北アメリカ州,302,カナダ,J,金融業，保険業,0.0000
1998,23,愛知県,3,北アメリカ州,302,カナダ,L,学術研究，専門・技術サービス業,0.0000
1998,23,愛知県,3,北アメリカ州,302,カナダ,R,サービス業（他に分類されないもの）,0.0000
1998,23,愛知県,3,北アメリカ州,304,アメリカ合衆国,E,製造業,-0.0972
1998,23,愛知県,3,北アメリカ州,304,アメリカ合衆国,G,情報通信業,0.5000
1998,23,愛知県,3,北アメリカ州,304,アメリカ合衆国,I,卸売業，小売業,0.0000
1998,23,愛知県,3,北アメリカ州,304,アメリカ合衆国,K,不動産業，物品賃貸業,-0.1111
1998,23,愛知県,3,北アメリカ州,304,アメリカ合衆国,L,学術研究，専門・技術サービス業,-0.2222
1998,23,愛知県,3,北アメリカ州,304,アメリカ合衆国,M,宿泊業，飲食サービス業,-0.5000
1998,23,愛知県,3,北アメリカ州,304,アメリカ合衆国,N,生活関連サービス業，娯楽業,0.0000
1998,23,愛知県,3,北アメリカ州,304,アメリカ合衆国,R,サービス業（他に分類されないもの）,-0.4286
1998,23,愛知県,3,北アメリカ州,305,メキシコ,E,製造業,0.0000
1998,23,愛知県,3,北アメリカ州,305,メキシコ,I,卸売業，小売業,0.0000
1998,23,愛知県,3,北アメリカ州,311,コスタリカ,H,運輸業，郵便業,0.0000
1998,23,愛知県,3,北アメリカ州,312,パナマ,H,運輸業，郵便業,0.0000
1998,23,愛知県,3,北アメリカ州,320,トリニダード・トバゴ,I,卸売業，小売業,0.0000
1998,23,愛知県,3,北アメリカ州,323,ドミニカ共和国,J,金融業，保険業,0.0000
1998,23,愛知県,3,北アメリカ州,324,プエルトリコ(米),I,卸売業，小売業,0.0000
1998,23,愛知県,4,南アメリカ州,401,コロンビア,E,製造業,0.0000
1998,23,愛知県,4,南アメリカ州,402,ベネズエラ,E,製造業,0.0000
1998,23,愛知県,4,南アメリカ州,406,エクアドル,E,製造業,0.0000
1998,23,愛知県,4,南アメリカ州,406,エクアドル,I,卸売業，小売業,0.0000
1998,23,愛知県,4,南アメリカ州,407,ペルー,I,卸売業，小売業,0.0000
1998,23,愛知県,4,南アメリカ州,409,チリ,I,卸売業，小売業,0.0000
1998,23,愛知県,4,南アメリカ州,409,チリ,K,不動産業，物品賃貸業,0.0000
1998,23,愛知県,4,南アメリカ州,410,ブラジル,E,製造業,0.0000
1998,23,愛知県,4,南アメリカ州,410,ブラジル,I,卸売業，小売業,0.0000
1998,23,愛知県,4,南アメリカ州,410,ブラジル,J,金融業，保険業,0.0000
1998,23,愛知県,4,南アメリカ州,411,パラグアイ,I,卸売業，小売業,0.0000
1998,23,愛知県,4,南アメリカ州,413,アルゼンチン,E,製造業,0.0000
1998,23,愛知県,4,南アメリカ州,413,アルゼンチン,I,卸売業，小売業,1.0000
1998,23,愛知県,5,アフリカ州,517,ガーナ,I,卸売業，小売業,-
1998,23,愛知県,5,アフリカ州,551,南アフリカ共和国,L,学術研究，専門・技術サービス業,-
1998,23,愛知県,5,アフリカ州,554,ザンビア,I,卸売業，小売業,0.0000
1998,23,愛知県,6,大洋州,601,オーストラリア,C,鉱業，採石業，砂利採取業,0.0000
1998,23,愛知県,6,大洋州,601,オーストラリア,E,製造業,0.0000
1998,23,愛知県,6,大洋州,601,オーストラリア,I,卸売業，小売業,-0.2500
1998,23,愛知県,6,大洋州,601,オーストラリア,J,金融業，保険業,0.3333
1998,23,愛知県,6,大洋州,601,オーストラリア,K,不動産業，物品賃貸業,0.0000
1998,23,愛知県,6,大洋州,601,オーストラリア,L,学術研究，専門・技術サービス業,-
1998,23,愛知県,6,大洋州,601,オーストラリア,R,サービス業（他に分類されないもの）,-
1998,23,愛知県,6,大洋州,602,パプアニューギニア,H,運輸業，郵便業,-
1998,23,愛知県,6,大洋州,602,パプアニューギニア,I,卸売業，小売業,-
1998,23,愛知県,6,大洋州,602,パプアニューギニア,J,金融業，保険業,-
1998,23,愛知県,6,大洋州,606,ニュージーランド,A,農業，林業,0.0000
1998,23,愛知県,6,大洋州,606,ニュージーランド,E,製造業,0.0000
1998,23,愛知県,6,大洋州,606,ニュージーランド,I,卸売業，小売業,0.0000
1998,23,愛知県,6,大洋州,606,ニュージーランド,J,金融業，保険業,0.0000
1998,23,愛知県,6,大洋州,610,サモア,I,卸売業，小売業,-
1998,23,愛知県,6,大洋州,612,フィジー,I,卸売業，小売業,-
1998,23,愛知県,6,大洋州,612,フィジー,K,不動産業，物品賃貸業,-
1998,23,愛知県,6,大洋州,627,北マリアナ諸島(米),I,卸売業，小売業,-
1998,23,愛知県,6,大洋州,627,北マリアナ諸島(米),J,金融業，保険業,-
1998,24,三重県,1,アジア州,103,大韓民国,E,製造業,0.0000
1998,24,三重県,1,アジア州,105,中華人民共和国,E,製造業,0.4000
1998,24,三重県,1,アジア州,106,台湾,E,製造業,-
1998,24,三重県,1,アジア州,108,香港,E,製造業,0.0000
1998,24,三重県,1,アジア州,108,香港,I,卸売業，小売業,0.0000
1998,24,三重県,1,アジア州,111,タイ,E,製造業,0.5000
1998,24,三重県,1,アジア州,111,タイ,H,運輸業，郵便業,1.0000
1998,24,三重県,1,アジア州,111,タイ,I,卸売業，小売業,-
1998,24,三重県,1,アジア州,112,シンガポール,I,卸売業，小売業,0.0000
1998,24,三重県,1,アジア州,113,マレーシア,E,製造業,0.5000
1998,24,三重県,1,アジア州,117,フィリピン,E,製造業,0.0000
1998,24,三重県,1,アジア州,118,インドネシア,B,漁業,-0.5000
1998,24,三重県,1,アジア州,118,インドネシア,E,製造業,0.0000
1998,24,三重県,1,アジア州,123,インド,E,製造業,0.5000
1998,24,三重県,1,アジア州,123,インド,L,学術研究，専門・技術サービス業,-
1998,24,三重県,2,ヨーロッパ州,205,英国,H,運輸業，郵便業,0.0000
1998,24,三重県,2,ヨーロッパ州,205,英国,I,卸売業，小売業,0.0000
1998,24,三重県,2,ヨーロッパ州,217,ポルトガル,E,製造業,-
1998,24,三重県,2,ヨーロッパ州,218,スペイン,E,製造業,0.0000
1998,24,三重県,2,ヨーロッパ州,218,スペイン,L,学術研究，専門・技術サービス業,-
1998,24,三重県,3,北アメリカ州,302,カナダ,E,製造業,-
1998,24,三重県,3,北アメリカ州,302,カナダ,H,運輸業，郵便業,0.0000
1998,24,三重県,3,北アメリカ州,304,アメリカ合衆国,E,製造業,0.5000
1998,24,三重県,3,北アメリカ州,304,アメリカ合衆国,H,運輸業，郵便業,0.0000
1998,24,三重県,3,北アメリカ州,304,アメリカ合衆国,I,卸売業，小売業,0.0000
1998,24,三重県,3,北アメリカ州,304,アメリカ合衆国,R,サービス業（他に分類されないもの）,-
1998,24,三重県,4,南アメリカ州,410,ブラジル,E,製造業,0.0000
1998,24,三重県,4,南アメリカ州,410,ブラジル,H,運輸業，郵便業,0.0000
1998,24,三重県,6,大洋州,601,オーストラリア,I,卸売業，小売業,0.0000
1998,24,三重県,6,大洋州,601,オーストラリア,L,学術研究，専門・技術サービス業,-
1998,25,滋賀県,1,アジア州,103,大韓民国,E,製造業,0.0000
1998,25,滋賀県,1,アジア州,105,中華人民共和国,E,製造業,-0.3333
1998,25,滋賀県,1,アジア州,105,中華人民共和国,I,卸売業，小売業,-
1998,25,滋賀県,1,アジア州,106,台湾,E,製造業,0.0000
1998,25,滋賀県,1,アジア州,108,香港,E,製造業,0.0000
1998,25,滋賀県,1,アジア州,110,ベトナム,E,製造業,0.0000
1998,25,滋賀県,1,アジア州,111,タイ,E,製造業,-
1998,25,滋賀県,1,アジア州,112,シンガポール,E,製造業,-0.3333
1998,25,滋賀県,1,アジア州,113,マレーシア,E,製造業,0.0000
1998,25,滋賀県,1,アジア州,118,インドネシア,E,製造業,0.0000
1998,25,滋賀県,2,ヨーロッパ州,205,英国,E,製造業,0.0000
1998,25,滋賀県,3,北アメリカ州,304,アメリカ合衆国,E,製造業,0.0000
1998,25,滋賀県,3,北アメリカ州,304,アメリカ合衆国,I,卸売業，小売業,0.0000
1998,25,滋賀県,3,北アメリカ州,304,アメリカ合衆国,K,不動産業，物品賃貸業,-
1998,25,滋賀県,3,北アメリカ州,304,アメリカ合衆国,R,サービス業（他に分類されないもの）,-
1998,25,滋賀県,3,北アメリカ州,305,メキシコ,E,製造業,-
1998,26,京都府,1,アジア州,103,大韓民国,E,製造業,0.2727
1998,26,京都府,1,アジア州,103,大韓民国,I,卸売業，小売業,0.0000
1998,26,京都府,1,アジア州,105,中華人民共和国,E,製造業,0.1071
1998,26,京都府,1,アジア州,105,中華人民共和国,I,卸売業，小売業,0.0000
1998,26,京都府,1,アジア州,105,中華人民共和国,N,生活関連サービス業，娯楽業,-
1998,26,京都府,1,アジア州,106,台湾,E,製造業,0.5000
1998,26,京都府,1,アジア州,106,台湾,I,卸売業，小売業,0.2500
1998,26,京都府,1,アジア州,106,台湾,J,金融業，保険業,-
1998,26,京都府,1,アジア州,108,香港,E,製造業,0.2222
1998,26,京都府,1,アジア州,108,香港,I,卸売業，小売業,0.0000
1998,26,京都府,1,アジア州,108,香港,K,不動産業，物品賃貸業,0.0000
1998,26,京都府,1,アジア州,108,香港,R,サービス業（他に分類されないもの）,0.0000
1998,26,京都府,1,アジア州,110,ベトナム,E,製造業,-0.5000
1998,26,京都府,1,アジア州,111,タイ,E,製造業,0.2857
1998,26,京都府,1,アジア州,111,タイ,I,卸売業，小売業,0.0000
1998,26,京都府,1,アジア州,112,シンガポール,E,製造業,0.2500
1998,26,京都府,1,アジア州,112,シンガポール,I,卸売業，小売業,0.0000
1998,26,京都府,1,アジア州,112,シンガポール,R,サービス業（他に分類されないもの）,0.0000
1998,26,京都府,1,アジア州,113,マレーシア,E,製造業,-0.0833
1998,26,京都府,1,アジア州,117,フィリピン,E,製造業,0.1429
1998,26,京都府,1,アジア州,117,フィリピン,I,卸売業，小売業,0.0000
1998,26,京都府,1,アジア州,117,フィリピン,R,サービス業（他に分類されないもの）,0.0000
1998,26,京都府,1,アジア州,118,インドネシア,E,製造業,3.0000
1998,26,京都府,1,アジア州,143,イスラエル,E,製造業,1.0000
1998,26,京都府,2,ヨーロッパ州,204,デンマーク,E,製造業,0.0000
1998,26,京都府,2,ヨーロッパ州,205,英国,E,製造業,0.0000
1998,26,京都府,2,ヨーロッパ州,205,英国,I,卸売業，小売業,-0.2500
1998,26,京都府,2,ヨーロッパ州,205,英国,K,不動産業，物品賃貸業,0.0000
1998,26,京都府,2,ヨーロッパ州,205,英国,L,学術研究，専門・技術サービス業,-0.5000
1998,26,京都府,2,ヨーロッパ州,205,英国,N,生活関連サービス業，娯楽業,-
1998,26,京都府,2,ヨーロッパ州,205,英国,R,サービス業（他に分類されないもの）,0.0000
1998,26,京都府,2,ヨーロッパ州,207,オランダ,E,製造業,0.0000
1998,26,京都府,2,ヨーロッパ州,207,オランダ,I,卸売業，小売業,0.0000
1998,26,京都府,2,ヨーロッパ州,207,オランダ,N,生活関連サービス業，娯楽業,-
1998,26,京都府,2,ヨーロッパ州,210,フランス,E,製造業,0.2222
1998,26,京都府,2,ヨーロッパ州,210,フランス,I,卸売業，小売業,0.0000
1998,26,京都府,2,ヨーロッパ州,210,フランス,N,生活関連サービス業，娯楽業,-
1998,26,京都府,2,ヨーロッパ州,213,ドイツ,E,製造業,0.0000
1998,26,京都府,2,ヨーロッパ州,213,ドイツ,I,卸売業，小売業,0.0000
1998,26,京都府,2,ヨーロッパ州,213,ドイツ,R,サービス業（他に分類されないもの）,0.0000
1998,26,京都府,2,ヨーロッパ州,215,スイス,E,製造業,0.0000
1998,26,京都府,2,ヨーロッパ州,215,スイス,N,生活関連サービス業，娯楽業,-
1998,26,京都府,2,ヨーロッパ州,218,スペイン,I,卸売業，小売業,0.0000
1998,26,京都府,2,ヨーロッパ州,220,イタリア,E,製造業,0.3333
1998,26,京都府,2,ヨーロッパ州,220,イタリア,N,生活関連サービス業，娯楽業,-
1998,26,京都府,2,ヨーロッパ州,225,オーストリア,E,製造業,0.0000
1998,26,京都府,2,ヨーロッパ州,245,チェコ,E,製造業,-
1998,26,京都府,3,北アメリカ州,302,カナダ,I,卸売業，小売業,0.0000
1998,26,京都府,3,北アメリカ州,304,アメリカ合衆国,E,製造業,0.0357
1998,26,京都府,3,北アメリカ州,304,アメリカ合衆国,G,情報通信業,0.0000
1998,26,京都府,3,北アメリカ州,304,アメリカ合衆国,I,卸売業，小売業,-0.2727
1998,26,京都府,3,北アメリカ州,304,アメリカ合衆国,J,金融業，保険業,-
1998,26,京都府,3,北アメリカ州,304,アメリカ合衆国,K,不動産業，物品賃貸業,-0.5000
1998,26,京都府,3,北アメリカ州,304,アメリカ合衆国,L,学術研究，専門・技術サービス業,0.4286
1998,26,京都府,3,北アメリカ州,304,アメリカ合衆国,N,生活関連サービス業，娯楽業,-
1998,26,京都府,3,北アメリカ州,304,アメリカ合衆国,R,サービス業（他に分類されないもの）,0.1250
1998,26,京都府,3,北アメリカ州,305,メキシコ,E,製造業,0.2500
1998,26,京都府,3,北アメリカ州,323,ドミニカ共和国,E,製造業,-
